participant_id,itemid,itemtype,answer,correct,answer_which,message,target,competitor,distractor,presentation_order,answer_order,trialid,item_fewer_cats,targetpos,study
50,3,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_bh,"pm_rh, gm_bh, pm_rh",3,45,filler ambiguous,3,main
50,4,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"gm_bh, pm_rh, pm_sc",2,19,filler unambiguous,2,main
50,5,target complex,pm_bh,1,target,bh,pm_bh,gm_bh,pm_sc,"pm_bh, pm_sc, gm_bh",1,53,target complex,1,main
50,6,filler unambiguous,pm_rh,1,target,rh,pm_rh,gm_sc,ro_bh,"ro_bh, pm_rh, gm_sc",2,17,filler unambiguous,2,main
50,7,target complex,gm_rh,0,competitor,gm,gm_bh,gm_rh,ro_bh,"gm_bh, gm_rh, ro_bh",2,14,target complex,1,main
50,8,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_rh, gm_bh, pm_sc",3,52,target simple,3,main
50,9,filler ambiguous,gm_bh,1,target,gm,gm_bh,gm_bh,pm_sc,"pm_sc, gm_bh, gm_bh",2,8,filler ambiguous,2,main
50,10,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"pm_bh, ro_bh, pm_rh",3,59,filler unambiguous,3,main
50,11,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"gm_bh, gm_rh, ro_bh",2,61,filler unambiguous,2,main
50,12,target simple,gm_bh,0,competitor,bh,ro_bh,gm_bh,pm_rh,"ro_bh, gm_bh, pm_rh",2,41,target simple,1,main
50,13,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"gm_rh, pm_sc, pm_bh",3,2,filler unambiguous,3,main
50,14,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_bh,ro_sc,"ro_sc, pm_bh, gm_rh",3,54,filler unambiguous,3,main
50,15,target complex,gm_bh,0,competitor,gm,gm_rh,gm_bh,ro_rh,"ro_rh, gm_bh, gm_rh",2,32,target complex,3,main
50,16,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"gm_bh, ro_rh, gm_rh",1,4,filler unambiguous,1,main
50,17,target complex,pm_rh,0,competitor,pm,pm_bh,pm_rh,ro_bh,"pm_bh, pm_rh, ro_bh",2,35,target complex,1,main
50,18,target simple,ro_bh,1,target,bh,ro_bh,pm_bh,gm_rh,"pm_bh, ro_bh, gm_rh",2,31,target simple,2,main
50,19,filler unambiguous,ro_bh,1,target,bh,ro_bh,gm_sc,pm_rh,"gm_sc, pm_rh, ro_bh",3,27,filler unambiguous,3,main
50,20,filler unambiguous,pm_bh,0,distractor,bh,ro_sc,gm_rh,pm_bh,"ro_sc, pm_bh, gm_rh",2,58,filler unambiguous,1,main
50,21,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"pm_bh, pm_sc, gm_bh",3,62,filler unambiguous,3,main
50,22,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"pm_rh, pm_bh, ro_bh",1,46,filler unambiguous,1,main
50,23,filler unambiguous,pm_rh,1,target,pm,pm_rh,gm_bh,ro_sc,"ro_sc, pm_rh, gm_bh",2,65,filler unambiguous,2,main
50,24,target complex,gm_bh,0,competitor,bh,pm_bh,gm_bh,pm_sc,"gm_bh, pm_bh, pm_sc",1,25,target complex,2,main
50,25,target complex,pm_rh,0,competitor,pm,pm_bh,pm_rh,ro_bh,"pm_bh, pm_rh, ro_bh",2,3,target complex,1,main
50,26,target simple,gm_rh,0,competitor,rh,ro_rh,gm_rh,pm_bh,"pm_bh, ro_rh, gm_rh",3,42,target simple,2,main
50,27,target simple,ro_rh,1,target,rh,ro_rh,gm_rh,pm_bh,"ro_rh, pm_bh, gm_rh",1,64,target simple,1,main
50,28,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"gm_rh, pm_bh, pm_sc",3,39,target simple,3,main
50,29,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"pm_bh, gm_rh, pm_sc",1,13,filler unambiguous,1,main
50,30,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"gm_rh, pm_sc, pm_bh",2,18,target simple,2,main
50,31,filler ambiguous,pm_rh,0,competitor,pm,pm_rh,pm_rh,gm_bh,"pm_rh, gm_bh, pm_rh",3,43,filler ambiguous,1,main
50,32,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"pm_rh, pm_bh, ro_rh",2,1,filler unambiguous,2,main
50,33,target simple,gm_sc,1,target,gm,gm_sc,gm_bh,pm_rh,"gm_sc, pm_rh, gm_bh",1,33,target simple,1,main
50,34,filler type b,pm_bh,1,target,bh,pm_bh,gm_rh,ro_rh,"gm_rh, pm_bh, ro_rh",2,28,filler unambiguous,2,main
50,35,filler ambiguous,gm_bh,0,competitor,bh,gm_bh,gm_bh,pm_rh,"pm_rh, gm_bh, gm_bh",3,9,filler ambiguous,2,main
50,36,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"gm_bh, pm_rh, pm_sc",3,55,target simple,3,main
50,37,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_sc,ro_bh,"gm_rh, pm_sc, ro_bh",1,56,filler unambiguous,1,main
50,38,filler type b,pm_rh,1,target,rh,pm_rh,ro_bh,gm_bh,"gm_bh, pm_rh, ro_bh",2,23,filler unambiguous,2,main
50,39,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_bh,"pm_rh, pm_rh, gm_bh",2,63,filler ambiguous,1,main
50,40,target simple,gm_bh,0,competitor,bh,ro_bh,gm_bh,pm_rh,"gm_bh, ro_bh, pm_rh",1,26,target simple,2,main
50,41,filler type a,gm_bh,1,target,gm,gm_bh,ro_bh,pm_rh,"pm_rh, ro_bh, gm_bh",3,11,filler unambiguous,3,main
50,42,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_sc, pm_rh, gm_bh",1,20,target simple,1,main
50,43,target complex,pm_bh,0,competitor,pm,pm_rh,pm_bh,ro_rh,"pm_bh, pm_rh, ro_rh",1,34,target complex,2,main
50,44,filler type b,gm_bh,1,target,gm,gm_bh,pm_rh,pm_sc,"pm_sc, gm_bh, pm_rh",2,60,filler unambiguous,2,main
50,45,filler type b,pm_rh,1,target,pm,pm_rh,gm_bh,gm_sc,"pm_rh, gm_bh, gm_sc",1,48,filler unambiguous,1,main
50,46,filler unambiguous,ro_bh,1,target,bh,ro_bh,pm_sc,gm_rh,"pm_sc, gm_rh, ro_bh",3,29,filler unambiguous,3,main
50,47,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"pm_rh, pm_sc, gm_bh",1,50,filler unambiguous,1,main
50,48,filler unambiguous,pm_rh,1,target,pm,pm_rh,ro_sc,gm_bh,"ro_sc, pm_rh, gm_bh",2,6,filler unambiguous,2,main
50,49,target complex,gm_bh,0,competitor,gm,gm_rh,gm_bh,ro_rh,"gm_rh, gm_bh, ro_rh",2,51,target complex,1,main
50,50,filler ambiguous,gm_bh,1,target,gm,gm_bh,gm_bh,pm_sc,"gm_bh, pm_sc, gm_bh",3,16,filler ambiguous,3,main
50,51,target complex,pm_bh,1,target,pm,pm_bh,pm_rh,ro_rh,"pm_rh, ro_rh, pm_bh",3,40,target complex,3,main
50,52,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_sc,"pm_rh, gm_sc, pm_rh",1,22,filler ambiguous,3,main
50,53,filler ambiguous,pm_rh,1,target,pm,pm_rh,pm_rh,gm_sc,"gm_sc, pm_rh, pm_rh",3,57,filler ambiguous,3,main
50,54,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"ro_rh, pm_rh, pm_bh",3,15,filler unambiguous,3,main
50,55,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"ro_bh, gm_rh, gm_bh",2,0,filler unambiguous,2,main
50,56,filler type b,gm_rh,1,target,gm,gm_rh,ro_bh,pm_bh,"ro_bh, pm_bh, gm_rh",3,38,filler unambiguous,3,main
50,57,target complex,pm_bh,0,competitor,pm,pm_rh,pm_bh,ro_rh,"pm_bh, pm_rh, ro_rh",1,24,target complex,2,main
50,58,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_sc,"gm_sc, pm_rh, pm_rh",3,49,filler ambiguous,2,main
50,59,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_bh, pm_sc, gm_rh",2,7,target simple,2,main
50,60,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"gm_bh, pm_bh, pm_sc",1,47,filler unambiguous,1,main
50,61,filler type c,gm_sc,0,distractor,pm,pm_rh,gm_rh,gm_sc,"pm_rh, gm_sc, gm_rh",2,36,filler unambiguous,1,main
50,62,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"pm_bh, ro_rh, pm_rh",1,10,filler unambiguous,1,main
50,63,target complex,gm_rh,0,competitor,gm,gm_bh,gm_rh,ro_bh,"gm_bh, gm_rh, ro_bh",2,37,target complex,1,main
50,64,filler type a,gm_rh,1,target,gm,gm_rh,ro_rh,pm_bh,"gm_rh, pm_bh, ro_rh",1,21,filler unambiguous,1,main
50,65,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"gm_bh, ro_rh, gm_rh",1,30,filler unambiguous,1,main
50,66,filler unambiguous,gm_bh,1,target,gm,gm_bh,ro_sc,pm_rh,"pm_rh, gm_bh, ro_sc",2,12,filler unambiguous,2,main
51,1,filler type b,gm_rh,1,target,rh,gm_rh,pm_sc,pm_bh,"gm_rh, pm_bh, pm_sc",1,13,filler unambiguous,1,main
51,2,target complex,gm_rh,1,target,rh,gm_rh,pm_rh,gm_sc,"gm_rh, gm_sc, pm_rh",1,0,target complex,1,main
51,3,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_bh,"pm_rh, pm_rh, gm_bh",1,8,filler ambiguous,1,main
51,4,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"pm_sc, pm_rh, gm_bh",2,30,filler unambiguous,2,main
51,5,target complex,pm_bh,1,target,bh,pm_bh,gm_bh,pm_sc,"pm_sc, pm_bh, gm_bh",2,44,target complex,2,main
51,6,filler unambiguous,pm_rh,1,target,rh,pm_rh,gm_sc,ro_bh,"gm_sc, ro_bh, pm_rh",3,12,filler unambiguous,3,main
51,7,target complex,gm_rh,0,competitor,gm,gm_bh,gm_rh,ro_bh,"ro_bh, gm_rh, gm_bh",2,20,target complex,3,main
51,8,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"gm_bh, pm_sc, pm_rh",2,31,target simple,2,main
51,9,filler ambiguous,gm_bh,0,competitor,gm,gm_bh,gm_bh,pm_sc,"pm_sc, gm_bh, gm_bh",2,26,filler ambiguous,3,main
51,10,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"ro_bh, pm_bh, pm_rh",3,19,filler unambiguous,3,main
51,11,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"ro_bh, gm_rh, gm_bh",2,17,filler unambiguous,2,main
51,12,target simple,ro_bh,1,target,bh,ro_bh,gm_bh,pm_rh,"ro_bh, pm_rh, gm_bh",1,1,target simple,1,main
51,13,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"pm_bh, gm_rh, pm_sc",1,10,filler unambiguous,1,main
51,14,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_bh,ro_sc,"gm_rh, pm_bh, ro_sc",1,48,filler unambiguous,1,main
51,15,target complex,gm_bh,0,competitor,gm,gm_rh,gm_bh,ro_rh,"ro_rh, gm_bh, gm_rh",2,49,target complex,3,main
51,16,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"ro_rh, gm_bh, gm_rh",2,4,filler unambiguous,2,main
51,17,target complex,pm_rh,0,competitor,pm,pm_bh,pm_rh,ro_bh,"pm_rh, ro_bh, pm_bh",1,57,target complex,3,main
51,18,target simple,ro_bh,1,target,bh,ro_bh,pm_bh,gm_rh,"ro_bh, gm_rh, pm_bh",1,24,target simple,1,main
51,19,filler unambiguous,ro_bh,1,target,bh,ro_bh,gm_sc,pm_rh,"pm_rh, ro_bh, gm_sc",2,51,filler unambiguous,2,main
51,20,filler unambiguous,pm_bh,0,distractor,bh,ro_sc,gm_rh,pm_bh,"pm_bh, ro_sc, gm_rh",1,25,filler unambiguous,2,main
51,21,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"gm_bh, pm_sc, pm_bh",1,59,filler unambiguous,1,main
51,22,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"pm_bh, pm_rh, ro_bh",2,53,filler unambiguous,2,main
51,23,filler unambiguous,pm_rh,1,target,pm,pm_rh,gm_bh,ro_sc,"pm_rh, ro_sc, gm_bh",1,9,filler unambiguous,1,main
51,24,target complex,gm_bh,0,competitor,bh,pm_bh,gm_bh,pm_sc,"pm_sc, gm_bh, pm_bh",2,39,target complex,3,main
51,25,target complex,pm_bh,1,target,pm,pm_bh,pm_rh,ro_bh,"pm_bh, pm_rh, ro_bh",1,11,target complex,1,main
51,26,target simple,ro_rh,1,target,rh,ro_rh,gm_rh,pm_bh,"ro_rh, gm_rh, pm_bh",1,38,target simple,1,main
51,27,target simple,ro_rh,1,target,rh,ro_rh,gm_rh,pm_bh,"pm_bh, ro_rh, gm_rh",2,34,target simple,2,main
51,28,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"gm_rh, pm_sc, pm_bh",2,21,target simple,2,main
51,29,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"pm_sc, pm_bh, gm_rh",2,5,filler unambiguous,2,main
51,30,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"gm_rh, pm_bh, pm_sc",3,47,target simple,3,main
51,31,filler ambiguous,pm_rh,1,target,pm,pm_rh,pm_rh,gm_bh,"gm_bh, pm_rh, pm_rh",2,16,filler ambiguous,2,main
51,32,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"ro_rh, pm_bh, pm_rh",2,37,filler unambiguous,2,main
51,33,target simple,gm_sc,1,target,gm,gm_sc,gm_bh,pm_rh,"gm_sc, gm_bh, pm_rh",1,22,target simple,1,main
51,34,filler type b,pm_bh,1,target,bh,pm_bh,gm_rh,ro_rh,"pm_bh, gm_rh, ro_rh",1,35,filler unambiguous,1,main
51,35,filler ambiguous,gm_bh,1,target,bh,gm_bh,gm_bh,pm_rh,"gm_bh, pm_rh, gm_bh",1,52,filler ambiguous,1,main
51,36,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_rh, gm_bh, pm_sc",3,62,target simple,3,main
51,37,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_sc,ro_bh,"gm_rh, ro_bh, pm_sc",1,50,filler unambiguous,1,main
51,38,filler type b,pm_rh,1,target,rh,pm_rh,ro_bh,gm_bh,"pm_rh, gm_bh, ro_bh",1,27,filler unambiguous,1,main
51,39,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_bh,"gm_bh, pm_rh, pm_rh",2,32,filler ambiguous,2,main
51,40,target simple,ro_bh,1,target,bh,ro_bh,gm_bh,pm_rh,"ro_bh, gm_bh, pm_rh",1,7,target simple,1,main
51,41,filler type a,gm_bh,1,target,gm,gm_bh,ro_bh,pm_rh,"ro_bh, pm_rh, gm_bh",3,28,filler unambiguous,3,main
51,42,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_rh, gm_bh, pm_sc",3,41,target simple,3,main
51,43,target complex,pm_bh,0,competitor,pm,pm_rh,pm_bh,ro_rh,"pm_bh, ro_rh, pm_rh",1,23,target complex,3,main
51,44,filler type b,gm_bh,1,target,gm,gm_bh,pm_rh,pm_sc,"pm_rh, pm_sc, gm_bh",3,14,filler unambiguous,3,main
51,45,filler type b,pm_rh,1,target,pm,pm_rh,gm_bh,gm_sc,"gm_bh, pm_rh, gm_sc",2,15,filler unambiguous,2,main
51,46,filler unambiguous,ro_bh,1,target,bh,ro_bh,pm_sc,gm_rh,"ro_bh, gm_rh, pm_sc",1,36,filler unambiguous,1,main
51,47,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"gm_bh, pm_rh, pm_sc",2,40,filler unambiguous,2,main
51,48,filler unambiguous,pm_rh,1,target,pm,pm_rh,ro_sc,gm_bh,"gm_bh, ro_sc, pm_rh",3,18,filler unambiguous,3,main
51,49,target complex,gm_bh,0,competitor,gm,gm_rh,gm_bh,ro_rh,"gm_bh, gm_rh, ro_rh",1,45,target complex,2,main
51,50,filler ambiguous,gm_bh,0,competitor,gm,gm_bh,gm_bh,pm_sc,"gm_bh, pm_sc, gm_bh",1,61,filler ambiguous,3,main
51,51,target complex,pm_bh,1,target,pm,pm_bh,pm_rh,ro_rh,"ro_rh, pm_bh, pm_rh",2,3,target complex,2,main
51,52,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_sc,"pm_rh, pm_rh, gm_sc",1,56,filler ambiguous,1,main
51,53,filler ambiguous,pm_rh,1,target,pm,pm_rh,pm_rh,gm_sc,"pm_rh, pm_rh, gm_sc",1,54,filler ambiguous,1,main
51,54,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"ro_rh, pm_bh, pm_rh",2,65,filler unambiguous,2,main
51,55,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"gm_rh, ro_bh, gm_bh",1,46,filler unambiguous,1,main
51,56,filler type b,gm_rh,1,target,gm,gm_rh,ro_bh,pm_bh,"ro_bh, gm_rh, pm_bh",2,29,filler unambiguous,2,main
51,57,target complex,pm_rh,1,target,pm,pm_rh,pm_bh,ro_rh,"ro_rh, pm_rh, pm_bh",2,55,target complex,2,main
51,58,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_sc,"pm_rh, gm_sc, pm_rh",1,33,filler ambiguous,3,main
51,59,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_sc, pm_bh, gm_rh",1,58,target simple,1,main
51,60,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"pm_sc, gm_bh, pm_bh",2,43,filler unambiguous,2,main
51,61,filler type c,pm_rh,1,target,pm,pm_rh,gm_rh,gm_sc,"pm_rh, gm_sc, gm_rh",1,42,filler unambiguous,1,main
51,62,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"ro_rh, pm_rh, pm_bh",3,64,filler unambiguous,3,main
51,63,target complex,gm_bh,1,target,gm,gm_bh,gm_rh,ro_bh,"ro_bh, gm_bh, gm_rh",2,60,target complex,2,main
51,64,filler type a,gm_rh,1,target,gm,gm_rh,ro_rh,pm_bh,"ro_rh, pm_bh, gm_rh",3,2,filler unambiguous,3,main
51,65,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"gm_bh, ro_rh, gm_rh",1,63,filler unambiguous,1,main
51,66,filler unambiguous,gm_bh,1,target,gm,gm_bh,ro_sc,pm_rh,"gm_bh, pm_rh, ro_sc",1,6,filler unambiguous,1,main
52,1,filler type b,gm_rh,1,target,rh,gm_rh,pm_sc,pm_bh,"gm_rh, pm_bh, pm_sc",1,53,filler unambiguous,1,main
52,2,target complex,pm_rh,0,competitor,rh,gm_rh,pm_rh,gm_sc,"gm_sc, gm_rh, pm_rh",3,30,target complex,2,main
52,3,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_bh,"gm_bh, pm_rh, pm_rh",3,28,filler ambiguous,2,main
52,4,filler type a,pm_rh,1,target,rh,pm_rh,pm_sc,gm_bh,"pm_sc, pm_rh, gm_bh",2,48,filler unambiguous,2,main
52,5,target complex,gm_bh,0,competitor,bh,pm_bh,gm_bh,pm_sc,"pm_sc, pm_bh, gm_bh",3,56,target complex,2,main
52,6,filler unambiguous,pm_rh,1,target,rh,pm_rh,gm_sc,ro_bh,"ro_bh, pm_rh, gm_sc",2,54,filler unambiguous,2,main
52,7,target complex,gm_bh,1,target,gm,gm_bh,gm_rh,ro_bh,"gm_bh, ro_bh, gm_rh",1,36,target complex,1,main
52,8,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_rh, gm_bh, pm_sc",3,27,target simple,3,main
52,9,filler ambiguous,gm_bh,1,target,gm,gm_bh,gm_bh,pm_sc,"gm_bh, gm_bh, pm_sc",2,25,filler ambiguous,2,main
52,10,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"pm_bh, pm_rh, ro_bh",2,33,filler unambiguous,2,main
52,11,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"gm_bh, gm_rh, ro_bh",2,26,filler unambiguous,2,main
52,12,target simple,ro_bh,1,target,bh,ro_bh,gm_bh,pm_rh,"ro_bh, gm_bh, pm_rh",1,49,target simple,1,main
52,13,filler type a,pm_bh,1,target,bh,pm_bh,pm_sc,gm_rh,"gm_rh, pm_sc, pm_bh",3,40,filler unambiguous,3,main
52,14,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_bh,ro_sc,"ro_sc, gm_rh, pm_bh",2,62,filler unambiguous,2,main
52,15,target complex,gm_rh,1,target,gm,gm_rh,gm_bh,ro_rh,"ro_rh, gm_rh, gm_bh",2,39,target complex,2,main
52,16,filler type c,gm_bh,1,target,bh,gm_bh,gm_rh,ro_rh,"gm_bh, ro_rh, gm_rh",1,38,filler unambiguous,1,main
52,17,target complex,pm_rh,0,competitor,pm,pm_bh,pm_rh,ro_bh,"pm_bh, pm_rh, ro_bh",2,45,target complex,1,main
52,18,target simple,ro_bh,1,target,bh,ro_bh,pm_bh,gm_rh,"gm_rh, ro_bh, pm_bh",2,41,target simple,2,main
52,19,filler unambiguous,ro_bh,1,target,bh,ro_bh,gm_sc,pm_rh,"gm_sc, pm_rh, ro_bh",3,2,filler unambiguous,3,main
52,20,filler unambiguous,pm_bh,0,distractor,bh,ro_sc,gm_rh,pm_bh,"pm_bh, ro_sc, gm_rh",1,19,filler unambiguous,2,main
52,21,filler type c,gm_bh,1,target,gm,gm_bh,pm_bh,pm_sc,"pm_sc, pm_bh, gm_bh",3,57,filler unambiguous,3,main
52,22,filler type c,pm_rh,1,target,rh,pm_rh,pm_bh,ro_bh,"ro_bh, pm_bh, pm_rh",3,32,filler unambiguous,3,main
52,23,filler unambiguous,pm_rh,1,target,pm,pm_rh,gm_bh,ro_sc,"ro_sc, gm_bh, pm_rh",3,8,filler unambiguous,3,main
52,24,target complex,pm_bh,1,target,bh,pm_bh,gm_bh,pm_sc,"pm_sc, gm_bh, pm_bh",3,34,target complex,3,main
52,25,target complex,ro_bh,0,distractor,pm,pm_bh,pm_rh,ro_bh,"pm_rh, ro_bh, pm_bh",2,11,target complex,3,main
52,26,target simple,gm_rh,0,competitor,rh,ro_rh,gm_rh,pm_bh,"gm_rh, ro_rh, pm_bh",1,50,target simple,2,main
52,27,target simple,gm_rh,0,competitor,rh,ro_rh,gm_rh,pm_bh,"pm_bh, gm_rh, ro_rh",2,21,target simple,3,main
52,28,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"gm_rh, pm_bh, pm_sc",3,47,target simple,3,main
52,29,filler type a,gm_rh,0,distractor,bh,pm_bh,pm_sc,gm_rh,"gm_rh, pm_sc, pm_bh",1,43,filler unambiguous,3,main
52,30,target simple,pm_sc,1,target,pm,pm_sc,pm_bh,gm_rh,"pm_bh, gm_rh, pm_sc",3,31,target simple,3,main
52,31,filler ambiguous,pm_rh,1,target,pm,pm_rh,pm_rh,gm_bh,"pm_rh, pm_rh, gm_bh",2,42,filler ambiguous,2,main
52,32,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"pm_bh, pm_rh, ro_rh",1,64,filler unambiguous,1,main
52,33,target simple,gm_bh,0,competitor,gm,gm_sc,gm_bh,pm_rh,"pm_rh, gm_sc, gm_bh",3,17,target simple,2,main
52,34,filler type b,gm_rh,0,competitor,bh,pm_bh,gm_rh,ro_rh,"gm_rh, ro_rh, pm_bh",1,55,filler unambiguous,3,main
52,35,filler ambiguous,gm_bh,1,target,bh,gm_bh,gm_bh,pm_rh,"gm_bh, gm_bh, pm_rh",2,10,filler ambiguous,2,main
52,36,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_sc, pm_rh, gm_bh",1,63,target simple,1,main
52,37,filler unambiguous,gm_rh,1,target,rh,gm_rh,pm_sc,ro_bh,"ro_bh, pm_sc, gm_rh",3,5,filler unambiguous,3,main
52,38,filler type b,pm_rh,1,target,rh,pm_rh,ro_bh,gm_bh,"gm_bh, pm_rh, ro_bh",2,18,filler unambiguous,2,main
52,39,filler ambiguous,pm_rh,0,competitor,rh,pm_rh,pm_rh,gm_bh,"gm_bh, pm_rh, pm_rh",2,12,filler ambiguous,3,main
52,40,target simple,ro_bh,1,target,bh,ro_bh,gm_bh,pm_rh,"pm_rh, ro_bh, gm_bh",2,46,target simple,2,main
52,41,filler type a,gm_bh,1,target,gm,gm_bh,ro_bh,pm_rh,"gm_bh, ro_bh, pm_rh",1,37,filler unambiguous,1,main
52,42,target simple,pm_sc,1,target,pm,pm_sc,pm_rh,gm_bh,"pm_sc, pm_rh, gm_bh",1,24,target simple,1,main
52,43,target complex,pm_rh,1,target,pm,pm_rh,pm_bh,ro_rh,"pm_bh, pm_rh, ro_rh",2,20,target complex,2,main
52,44,filler type b,gm_bh,1,target,gm,gm_bh,pm_rh,pm_sc,"gm_bh, pm_sc, pm_rh",1,22,filler unambiguous,1,main
52,45,filler type b,pm_rh,1,target,pm,pm_rh,gm_bh,gm_sc,"gm_sc, pm_rh, gm_bh",2,29,filler unambiguous,2,main
52,46,filler unambiguous,ro_bh,1,target,bh,ro_bh,pm_sc,gm_rh,"gm_rh, ro_bh, pm_sc",2,59,filler unambiguous,2,main
52,47,filler type a,gm_bh,0,distractor,rh,pm_rh,pm_sc,gm_bh,"gm_bh, pm_rh, pm_sc",1,1,filler unambiguous,2,main
52,48,filler unambiguous,pm_rh,1,target,pm,pm_rh,ro_sc,gm_bh,"gm_bh, pm_rh, ro_sc",2,35,filler unambiguous,2,main
52,49,target complex,gm_rh,1,target,gm,gm_rh,gm_bh,ro_rh,"gm_rh, gm_bh, ro_rh",1,3,target complex,1,main
52,50,filler ambiguous,gm_bh,1,target,gm,gm_bh,gm_bh,pm_sc,"gm_bh, gm_bh, pm_sc",2,44,filler ambiguous,2,main
52,51,target complex,pm_bh,1,target,pm,pm_bh,pm_rh,ro_rh,"pm_bh, ro_rh, pm_rh",1,0,target complex,1,main
52,52,filler ambiguous,pm_rh,1,target,rh,pm_rh,pm_rh,gm_sc,"gm_sc, pm_rh, pm_rh",2,16,filler ambiguous,2,main
52,53,filler ambiguous,gm_sc,0,distractor,pm,pm_rh,pm_rh,gm_sc,"pm_rh, gm_sc, pm_rh",2,60,filler ambiguous,1,main
52,54,filler type c,pm_bh,1,target,bh,pm_bh,pm_rh,ro_rh,"pm_bh, ro_rh, pm_rh",1,61,filler unambiguous,1,main
52,55,filler type c,gm_rh,1,target,rh,gm_rh,gm_bh,ro_bh,"gm_rh, gm_bh, ro_bh",1,65,filler unambiguous,1,main
52,56,filler type b,gm_rh,1,target,gm,gm_rh,ro_bh,pm_bh,"gm_rh, pm_bh, ro_bh",1,15,filler unambiguous,1,main
52,57,target complex,pm_rh,1,target,pm,pm_rh,pm_bh,ro_rh,"ro_rh, pm_bh, pm_rh",3,14,target complex,3,main
